Id,Label,group,attribute,modularity_class,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
5226,pop,word,5,90,2,5,0.285417,0.292825,5.000337
5227,lyric,word,6,106,5,6,0.328313,0.339761,9.8922
5228,burke,word,5,90,8,5,0.34343,0.354768,68.010847
5229,predecessor,word,6,106,5,6,0.302783,0.311797,42.330689
5230,intergender,word,9,90,5,5,0.319056,0.329835,2.991298
5231,davis,word,5,82,4,6,0.302783,0.311151,2.968811
5232,midget,word,7,90,2,5,0.302582,0.312982,0
5233,editor,word,19,78,11,5,0.350605,0.36382,430.400445
5234,marsh,word,8,78,3,5,0.324846,0.333844,10.586194
5235,aerial,word,6,101,2,6,0.273485,0.280131,5.8866
5236,flying,word,9,101,3,6,0.272212,0.279572,86.117711
5237,noah,word,5,90,2,5,0.302334,0.312733,0
5238,hit,word,6,78,3,5,0.295616,0.30329,15.752185
5239,aaa,word,5,82,5,6,0.298273,0.306628,10.771562
5240,closing,word,6,96,0,0,0,0,0
5241,otto,word,5,0,6,5,0.311682,0.319725,42.914838
5242,boom,word,12,106,9,5,0.325957,0.334259,99.997431
5243,crew,word,11,101,6,5,0.30611,0.314824,61.50657
5244,library,word,7,78,13,5,0.34399,0.355798,171.70728
5245,speaking,word,5,106,2,6,0.279687,0.28719,0
5246,cast,word,5,106,3,5,0.308685,0.316771,1462.886291
5247,biographical,word,5,4,3,5,0.301439,0.310713,36.927357
5248,instrumental,word,13,106,8,5,0.338122,0.35,125.680631
5249,reading,word,7,78,4,5,0.331873,0.340517,6.419466
5250,opera,word,20,106,22,5,0.352636,0.366774,859.714319
5251,terry,word,5,90,4,5,0.292585,0.303296,129.247407
5252,dynamite,word,5,78,3,5,0.318402,0.329674,28.001195
5253,timber,word,7,106,6,5,0.327276,0.336826,168.462406
5254,dominance,word,9,90,9,6,0.340441,0.352006,191.916996
5255,pro wrestling,word,15,90,8,5,0.305856,0.31696,706.948346
5256,performers,word,18,90,11,5,0.329945,0.340077,1004.247848
5257,wrestlers,word,105,90,75,5,0.370414,0.390009,29580.644112
5258,professional wrestling,word,72,90,53,5,0.365035,0.382467,6004.750965
5259,spectators,word,5,90,4,5,0.27559,0.283362,11.292262
5260,characters,word,22,90,10,5,0.318197,0.32839,243.17623
5261,storylines,word,7,90,1,6,0.265866,0.272067,0
5262,promotions,word,30,90,21,5,0.349423,0.362866,2049.191305
5263,professional wrestlers,word,9,106,1,6,0.275243,0.281959,0
5264,fighters,word,7,82,1,6,0.314721,0.325512,0
5265,audiences,word,5,90,2,6,0.275308,0.282967,0
5266,newspapers,word,6,106,3,5,0.32196,0.334047,16.04078
5267,fans,word,11,90,6,5,0.306539,0.317437,80.132717
5268,promoters,word,15,90,10,5,0.335282,0.346648,372.330211
5269,championships,word,9,90,7,5,0.320771,0.331505,146.672113
5270,stars,word,6,90,2,6,0.289914,0.298191,1.115815
5271,magazines,word,11,78,6,5,0.302597,0.312313,649.057118
5272,faces,word,8,90,4,6,0.292948,0.301292,3.304166
5273,heels,word,10,90,8,5,0.305477,0.315428,166.153754
5274,champions,word,6,90,4,5,0.288357,0.297201,14.519996
5275,writers,word,6,78,3,6,0.264071,0.269782,21.142316
5276,elements,word,6,4,2,6,0.290871,0.299365,0
5277,posts,word,5,90,1,6,0.270579,0.27751,0
5278,ropes,word,6,90,3,6,0.274081,0.281942,6.149566
5279,scored,word,6,90,4,5,0.297687,0.30818,0
5280,referees,word,10,90,8,5,0.31307,0.324965,5906.974673
5281,contact with,word,8,97,4,5,0.280218,0.288339,98.425366
5282,titles,word,9,90,2,5,0.304108,0.314559,0
5283,arts,word,14,106,11,5,0.336696,0.34991,1510.848112
5284,personalities,word,5,90,4,5,0.294716,0.305539,56.019525
5285,tactics,word,11,101,7,6,0.30297,0.312262,79.471749
5286,celebrities,word,5,90,2,5,0.310846,0.320707,0
5287,dura,word,16,97,24,5,0.345641,0.358744,2993.023206
5288,mater,word,6,97,11,5,0.333033,0.342622,230.444862
5289,nurse,word,11,90,15,5,0.338801,0.34967,642.401134
5290,catheter,word,64,97,75,5,0.376914,0.397393,11857.551293
5291,surgeon,word,11,97,12,5,0.329099,0.33831,277.353872
5292,fidel,word,8,97,10,5,0.320076,0.33008,111.401895
5293,pags,word,6,97,8,5,0.317427,0.327005,54.039345
5294,sensation,word,15,97,19,5,0.338006,0.349842,5068.734935
5295,platelet,word,7,97,11,5,0.353078,0.366376,191.678756
5296,spine,word,17,97,18,5,0.338607,0.349382,341.891076
5297,lumbar,word,15,97,22,5,0.339658,0.351337,737.524521
5298,thread,word,6,97,8,5,0.325885,0.335049,19.630113
5299,puncture,word,22,97,33,5,0.348784,0.362446,1476.384536
5300,portable,word,5,97,7,5,0.315511,0.324671,566.788039
5301,fluoroscopy,word,6,97,7,6,0.271038,0.27782,53.047825
5302,invasive,word,10,97,9,5,0.323671,0.332467,184.184462
5303,recipient,word,9,97,8,5,0.334428,0.345384,26.853478
5304,clonidine,word,8,97,8,5,0.328167,0.339639,79.963949
5305,oxytocin,word,20,3,21,5,0.351691,0.365013,348.848529
5306,comfort,word,5,78,7,5,0.331947,0.34265,30.321111
5307,disc,word,9,3,7,5,0.329338,0.338598,34.137549
5308,stenosis,word,6,3,8,5,0.324667,0.335892,54.262464
5309,csf,word,13,97,17,5,0.348619,0.362322,829.91641
5310,postduralpuncture,word,6,97,9,5,0.333277,0.344385,8.000288
5311,dural,word,6,97,8,5,0.317376,0.325334,5.365462
5312,coagulopathy,word,8,3,14,5,0.34829,0.360891,168.716894
5313,intracranial,word,6,97,7,5,0.332995,0.342901,31.365834
5314,hypovolemia,word,5,97,7,5,0.339756,0.350488,111.244417
5315,input,word,9,3,8,5,0.333051,0.343079,83.120474
5316,spontaneously,word,7,3,6,5,0.338161,0.347574,21.576736
5317,hematoma,word,6,97,9,5,0.323423,0.334628,90.75744
5318,inadvertently,word,8,97,14,5,0.330295,0.340647,52.370432
5319,subarachnoid,word,8,97,12,5,0.335644,0.345517,77.359542
5320,brainstem,word,15,97,16,5,0.338374,0.349853,2529.549024
5321,bundle,word,7,97,6,5,0.322013,0.330509,82.892143
5322,proficiency,word,6,3,10,6,0.330684,0.340458,140.338075
5323,anatomical,word,5,97,5,5,0.32018,0.328537,69.826854
5324,landmark,word,5,97,5,5,0.311715,0.32128,76.994875
5325,tuohy,word,6,97,8,5,0.31249,0.322699,12.952714
5326,axis,word,6,97,6,5,0.329466,0.338296,50.508197
5327,xray,word,9,4,10,5,0.305334,0.314565,736.117947
5328,locate,word,5,97,4,5,0.30964,0.319375,0.754584
5329,safely,word,8,97,11,5,0.334466,0.344645,68.696781
5330,sacral,word,7,97,10,5,0.329338,0.338508,153.859375
5331,dogliotti,word,8,97,7,6,0.32515,0.333105,54.940866
5332,caudal,word,8,97,8,5,0.339561,0.350028,28.641558
5333,epidural space,word,40,97,49,5,0.354455,0.370978,8063.578473
5334,spinal cord,word,35,97,29,5,0.355458,0.37073,6500.618083
5335,epidural administration,word,12,97,16,6,0.330647,0.340435,358.167543
5336,signals,word,5,97,6,6,0.27986,0.287772,14.433517
5337,epidurals,word,6,97,9,5,0.324329,0.332961,121.881078
5338,pain control,word,10,97,12,5,0.339658,0.352996,248.014975
5339,epidural injection,word,8,97,11,5,0.330388,0.340796,153.341886
5340,epidural analgesia,bigram,2,97,65,5,0.381072,0.401574,11008.700981
5341,nerves,word,10,97,9,5,0.316526,0.325676,707.512278
5342,epidural catheter,word,10,97,14,5,0.340363,0.351137,373.854424
5343,bones,word,5,97,2,6,0.27384,0.281192,0
5344,no analgesia,word,6,97,6,6,0.328916,0.33912,17.96148
5345,dural puncture,word,6,97,8,5,0.29962,0.309232,24.182328
5346,intracranial pressure,word,6,3,6,6,0.30732,0.315719,81.313635
5347,local anesthetics,word,7,97,9,5,0.323122,0.333917,528.700346
5348,larger,word,5,97,4,5,0.315612,0.325913,0.871919
5349,subarachnoid space,word,8,97,12,5,0.339991,0.350649,880.350436
5350,administrations,word,5,78,3,5,0.298439,0.306402,25.418346
5351,epidural anesthesia,word,6,97,7,5,0.307576,0.316765,72.304289
5352,tuohy needle,word,6,97,6,6,0.284182,0.292732,20.859676
5353,births,word,7,97,8,5,0.331537,0.342309,78.686434
5354,childbirths,word,8,97,12,5,0.335358,0.345582,105.236342
5355,inverse,word,11,0,10,5,0.328623,0.340997,2025.801058
5356,orthosteric,word,8,0,8,5,0.328568,0.340799,1364.36886
5357,agonists,word,14,0,12,5,0.317188,0.328545,4689.879069
5358,antagonists,word,8,0,7,5,0.324222,0.335709,64.43591
5359,arylcyclohexylamine,word,8,97,7,5,0.340992,0.352486,67.460424
5360,hallucinogenic,word,7,0,6,5,0.329283,0.340506,11.760497
5361,amine,word,11,90,11,5,0.33111,0.340023,779.849092
5362,agonistic,word,5,0,5,5,0.310111,0.319488,12.87827
5363,notation,word,6,4,7,5,0.318162,0.326728,1314.744574
5364,nmda receptor,word,6,0,5,5,0.323778,0.333325,5.104327
5365,thinking,word,5,97,1,6,0.252879,0.256918,0
5366,midwestern,word,7,106,6,5,0.356058,0.370044,0.159644
5367,thirdmost,word,5,106,4,6,0.320111,0.329533,1.037723
5368,lo,word,5,106,4,6,0.334997,0.346501,47.060801
5369,angeles,word,8,106,3,6,0.32018,0.330853,5.717079
5370,architecture,word,15,106,13,6,0.342137,0.355595,242.469314
5371,commerce,word,8,106,7,5,0.329871,0.339871,124.338479
5372,ohare,word,12,106,11,5,0.345782,0.358369,136.571559
5373,symphony,word,14,106,14,5,0.341307,0.354785,225.511947
5374,wild,word,12,90,6,5,0.298439,0.306523,6241.0818
5375,onion,word,6,78,3,6,0.3116,0.319463,8.727708
5376,garlic,word,7,106,4,5,0.307256,0.315659,58.173091
5377,windy,word,5,106,4,6,0.325508,0.336392,3.067341
5378,potawatomi,word,8,106,9,5,0.334106,0.344399,240.784332
5379,louis,word,6,106,3,6,0.300963,0.310245,6.641632
5380,firstever,word,5,78,4,5,0.327239,0.338979,122.711899
5381,dougla,word,8,106,3,6,0.30724,0.315942,63.934907
5382,auditorium,word,5,106,1,6,0.263729,0.2697,0
5383,freshwater,word,8,106,9,5,0.334542,0.344566,304.504928
5384,steel,word,10,106,10,5,0.346818,0.360188,85.303873
5385,jefferson,word,10,106,7,6,0.32314,0.335701,1076.035795
5386,chicagos,word,26,106,10,5,0.353713,0.36768,4652.346934
5387,columbian,word,13,106,8,5,0.336447,0.346885,83.471675
5388,exposition,word,7,106,9,5,0.334655,0.345161,51.300183
5389,midway,word,10,106,10,5,0.345418,0.357485,303.039125
5390,migration,word,14,106,10,5,0.351649,0.364675,92.92666
5391,memorial,word,5,106,4,6,0.324062,0.336005,0.813481
5392,roosevelt,word,5,106,5,6,0.312904,0.321489,39.37592
5393,daley,word,12,90,9,6,0.331054,0.344137,1440.450671
5394,flight,word,12,106,3,6,0.294408,0.302553,2.12611
5395,culminate,word,7,98,0,0,0,0,0
5396,sear,word,6,106,2,6,0.278225,0.285249,0
5397,tower,word,18,106,17,5,0.353184,0.366932,1785.165257
5398,tall,word,7,106,6,5,0.355159,0.369209,15.057587
5399,housing,word,9,0,5,5,0.336236,0.346436,5917.397536
5400,alderperson,word,5,106,4,6,0.320041,0.332024,25.004614
5401,reelection,word,8,106,3,6,0.291402,0.300158,3.464527
5402,freight,word,8,106,10,5,0.346736,0.359734,186.403899
5403,reopen,word,9,106,10,6,0.328386,0.338477,238.304785
5404,citywide,word,5,106,6,6,0.326191,0.337498,98.925332
5405,elective,word,5,4,3,6,0.272174,0.278898,1.642156
5406,clerk,word,6,106,6,6,0.331779,0.344388,49.076251
5407,calumet,word,7,106,8,6,0.332152,0.34535,160.480157
5408,waterborne,word,6,106,4,6,0.284826,0.293073,22.005472
5409,warmer,word,6,106,4,6,0.289304,0.297658,6.520405
5410,ridge,word,20,106,16,5,0.330906,0.344033,423.515745
5411,burnham,word,7,106,7,6,0.303983,0.313656,47.183494
5412,highrise,word,5,106,4,6,0.321277,0.331925,14.930359
5413,flag,word,6,97,6,5,0.341544,0.352946,17.578829
5414,lakefront,word,10,106,10,6,0.336715,0.349786,83.417399
5415,avenue,word,12,106,8,5,0.352173,0.365744,73.744127
5416,wood,word,9,0,5,5,0.321855,0.331237,61.31047
5417,meter,word,11,106,7,5,0.325365,0.337103,224.15098
5418,trail,word,12,102,8,6,0.324667,0.333915,70.510447
5419,extension,word,14,106,15,5,0.335969,0.348722,2556.211013
5420,boulevard,word,8,106,9,5,0.34397,0.355536,30.39913
5421,skyline,word,5,106,2,5,0.337196,0.348262,0
5422,indiana,word,10,106,8,5,0.323459,0.335322,207.333264
5423,prairie,word,8,106,7,6,0.327802,0.340204,295.173767
5424,polish,word,8,106,7,5,0.341406,0.352813,56.924837
5425,shape,word,10,0,6,5,0.323937,0.332281,39.144957
5426,fountain,word,5,78,3,6,0.31442,0.325216,33.704874
5427,cooler,word,6,106,5,6,0.320545,0.332698,3.538974
5428,snowy,word,5,106,4,6,0.307784,0.316813,4.865455
5429,milder,word,10,106,7,6,0.318351,0.329485,167.445432
5430,inland,word,14,106,12,5,0.322505,0.33337,424.626331
5431,snow,word,6,106,5,6,0.317632,0.32848,12.153648
5432,frontier,word,5,99,0,0,0,0,0
5433,lithuanian,word,9,106,9,6,0.332939,0.344049,37.216683
5434,irreligious,word,6,106,7,5,0.334997,0.347226,75.739495
5435,ancestry,word,14,106,18,5,0.360755,0.375639,361.973516
5436,evangelical,word,7,106,10,5,0.320197,0.329163,166.559008
5437,diocese,word,5,106,4,6,0.31541,0.326212,1.528368
5438,protestant,word,7,106,11,5,0.329172,0.33813,212.423136
5439,mainline,word,6,106,5,5,0.293166,0.301357,13.159742
5440,baptist,word,5,106,7,5,0.336466,0.346448,61.864142
5441,publishing,word,6,4,1,6,0.233073,0.236595,0
5442,beauty,word,5,106,3,6,0.31452,0.325343,1.500447
5443,interconnected,word,5,106,2,6,0.319574,0.331499,0
5444,roger,word,6,106,5,6,0.324525,0.337032,67.756053
5445,upscale,word,5,106,5,6,0.317512,0.328853,260.516207
5446,abundant,word,12,106,8,5,0.321995,0.330766,6491.761973
5447,parkland,word,6,106,5,6,0.288893,0.298014,189.898619
5448,conservatory,word,5,106,3,6,0.291617,0.300999,0.895431
5449,barack,word,5,106,4,5,0.343031,0.354963,13.200316
5450,obama,word,8,106,6,5,0.348701,0.361884,34.047562
5451,distinctive,word,5,106,1,6,0.260083,0.264974,0
5452,accent,word,13,106,18,5,0.351482,0.36448,6888.814956
5453,theatre,word,25,106,30,5,0.358174,0.374288,9470.034976
5454,cso,word,5,106,6,6,0.327131,0.338782,8.547098
5455,civic,word,8,90,10,6,0.324471,0.333898,97.430056
5456,ballet,word,6,106,9,5,0.325706,0.337704,346.557796
5457,troupe,word,5,106,4,6,0.307817,0.316613,27.131014
5458,overseas,word,8,106,8,5,0.34635,0.358752,497.473571
5459,artifact,word,7,4,6,6,0.314219,0.322507,254.451344
5460,chicagostyle,word,7,3,3,6,0.272614,0.279273,5.3292
5461,array,word,6,0,3,5,0.30167,0.310064,5.906496
5462,beef,word,6,106,3,6,0.319401,0.330921,0
5463,dish,word,5,106,3,6,0.328952,0.339622,64.698237
5464,journalism,word,9,106,7,5,0.334447,0.344207,29.222066
5465,poetry,word,10,106,9,6,0.340775,0.35386,23.402451
5466,tribune,word,10,106,8,5,0.333917,0.345615,1744.424734
5467,blackhawks,word,5,90,2,6,0.318935,0.330526,0
5468,marathon,word,12,106,16,5,0.350605,0.363628,6076.760759
5469,stream,word,5,78,2,6,0.308653,0.317378,25.480133
5470,farm,word,14,106,8,5,0.34359,0.355646,106.983613
5471,armed,word,6,82,1,6,0.278278,0.285709,0
5472,legacy,word,5,106,2,5,0.325222,0.334668,2.580623
5473,moody,word,20,106,16,5,0.341327,0.354489,661.525419
5474,wgn,word,6,106,5,6,0.306746,0.314542,431.864142
5475,nationwide,word,16,106,9,5,0.339132,0.350514,75.146134
5476,sneak,word,5,82,3,6,0.294643,0.302156,5.739311
5477,herald,word,6,82,8,6,0.331966,0.343736,158.154768
5478,club,word,12,90,9,6,0.330832,0.341533,138.834042
5479,intercity,word,8,106,5,6,0.331873,0.34193,12.540205
5480,francisco,word,7,78,7,5,0.32954,0.340119,67.612628
5481,boston,word,7,106,1,6,0.259603,0.264551,0
5482,scooter,word,7,78,8,5,0.325652,0.334406,774.92624
5483,pilot,word,9,78,2,6,0.311304,0.31966,0
5484,jump,word,13,101,12,6,0.325347,0.334281,388.091503
5485,corps,word,8,78,5,6,0.312954,0.321435,5918.958787
5486,commonwealth,word,40,106,29,5,0.366257,0.382924,2354.755045
5487,iroquois,word,5,106,3,5,0.321592,0.329987,4.307298
5488,premier,word,13,106,6,6,0.273333,0.280639,35.691242
5489,dental,word,5,106,4,5,0.321522,0.329516,0.701418
5490,destroyed,word,13,82,4,5,0.345398,0.358682,128.023353
5491,buildings,word,8,106,4,5,0.332489,0.343663,15.327291
5492,south side,word,13,106,11,6,0.346391,0.359593,68.92114
5493,blacks,word,8,106,1,6,0.314119,0.324694,0
5494,trees,word,5,106,1,7,0.216429,0.220163,0
5495,experiences,word,5,3,1,6,0.303749,0.312008,0
5496,tourists,word,5,100,0,0,0,0,0
5497,soldier field,word,5,90,3,6,0.31909,0.330794,14.023285
5498,republicans,word,7,106,6,6,0.320284,0.331793,19.283118
5499,teachers,word,6,106,5,6,0.323991,0.335509,99.104858
5500,colleges,word,6,106,2,6,0.297732,0.305857,5.45013
5501,formalin,word,10,3,8,5,0.333108,0.342901,400.388013
5502,particle,word,7,3,5,5,0.310405,0.318597,77.114323
5503,irritation,word,11,3,13,5,0.346127,0.358208,276.50721
5504,condensed,word,20,4,14,5,0.331947,0.342026,230.976121
5505,diffraction,word,5,4,4,5,0.301193,0.309799,0
5506,polyatomic,word,5,0,2,6,0.274247,0.281629,1.580488
5507,empirical,word,24,4,21,5,0.341169,0.352376,256.704203
5508,equation,word,5,4,4,5,0.312275,0.320927,5.017783
5509,dehydrogenation,word,6,4,5,6,0.327584,0.336163,89.503668
5510,condense,word,6,4,5,5,0.300229,0.308764,3.450797
5511,phenol,word,9,3,7,5,0.322153,0.331465,119.441166
5512,plywood,word,7,3,5,6,0.305872,0.315095,48.344378
5513,photography,word,11,78,9,5,0.334258,0.34353,624.942118
5514,ppm,word,18,3,24,5,0.356294,0.370493,1554.392725
5515,epa,word,12,3,10,5,0.334769,0.344399,1117.096292
5516,leukemia,word,9,3,6,5,0.335892,0.345999,13.470362
5517,occupation,word,7,82,5,6,0.326408,0.337851,142.299531
5518,fiberboard,word,5,3,5,6,0.307945,0.316909,36.625179
5519,registration,word,5,82,6,6,0.309073,0.317482,13.367156
5520,scandal,word,15,106,10,6,0.321644,0.33124,639.264632
5521,fouryear,word,6,106,4,6,0.327221,0.337077,15.512515
5522,livestock,word,17,3,10,5,0.333559,0.344933,391.392056
5523,fish,word,18,106,6,5,0.302303,0.310947,55.343477
5524,condensed formula,word,5,4,2,6,0.285998,0.294447,3.231796
5525,empirical formula,word,11,4,9,5,0.318454,0.329273,126.997614
5526,homes,word,7,0,1,6,0.25164,0.255722,0
5527,pashto,word,9,90,6,5,0.346858,0.358594,224.314988
5528,emirate,word,19,82,10,5,0.352657,0.366712,77.039302
5529,ideology,word,16,82,13,6,0.339658,0.353564,303.284857
5530,pashtun,word,22,82,15,5,0.345742,0.358038,434.685219
5531,deobandi,word,7,82,4,6,0.319384,0.330232,0.376735
5532,kabul,word,52,82,49,5,0.37353,0.392492,12870.99054
5533,insurgency,word,14,82,9,5,0.329668,0.340819,84.062543
5534,mullah,word,46,82,41,5,0.378024,0.396865,5089.694356
5535,omar,word,42,82,34,5,0.361838,0.377606,6261.584763
5536,mujahideen,word,10,82,5,6,0.320597,0.331973,157.507853
5537,warlord,word,6,90,1,6,0.303483,0.311029,0
5538,militia,word,14,106,8,6,0.339444,0.3518,45.190211
5539,harsh,word,7,82,9,5,0.328258,0.339002,410.077751
5540,offensive,word,7,82,8,5,0.335816,0.347102,66.887229
5541,burqa,word,8,97,10,6,0.340069,0.351473,1040.863527
5542,plural,word,7,90,7,6,0.325975,0.336623,72.691203
5543,speaker,word,5,106,7,6,0.302489,0.31169,50.195493
5544,spell,word,5,106,4,6,0.322083,0.332916,14.571391
5545,pakistani,word,15,82,10,6,0.3236,0.334992,128.320873
5546,prefix,word,14,4,13,5,0.340677,0.351182,1043.491331
5547,occupy,word,5,82,1,6,0.314721,0.325512,0
5548,islami,word,11,82,7,6,0.28622,0.294538,34.684156
5549,isi,word,6,82,3,5,0.319228,0.327524,0
5550,rgime,word,18,82,13,5,0.34351,0.356261,200.045463
5551,gulbuddin,word,6,82,5,6,0.304925,0.312872,78.534503
5552,hekmatyar,word,7,82,9,6,0.321242,0.330788,384.832281
5553,hezbe,word,9,82,8,6,0.314537,0.323467,173.935183
5554,initiation,word,5,82,3,6,0.310895,0.318721,6.410744
5555,massoud,word,6,82,6,6,0.290299,0.298632,111.179754
5556,reconstruction,word,7,106,5,6,0.318059,0.329236,20.322178
5557,herat,word,6,82,6,6,0.333239,0.346225,102.817833
5558,khan,word,8,82,3,6,0.278147,0.285523,0
5559,kandahar,word,15,82,6,5,0.330295,0.340819,31.307206
5560,regime,word,5,82,1,6,0.314721,0.325512,0
5561,buddha,word,11,82,10,6,0.323069,0.333852,94.471652
5562,iranian,word,8,106,8,5,0.337813,0.348203,112.906155
5563,senior,word,13,82,6,6,0.325652,0.337204,80.63668
5564,anderson,word,10,82,11,5,0.339756,0.351033,200.768239
5565,mujahid,word,7,82,7,5,0.346716,0.359034,105.833721
5566,slaughter,word,10,82,14,5,0.358805,0.37308,546.440548
5567,hazara,word,21,82,14,5,0.336428,0.347779,594.042456
5568,shia,word,26,82,23,5,0.349279,0.362937,7010.458684
5569,suhail,word,6,82,4,5,0.320284,0.330915,25.868252
5570,raid,word,8,82,1,5,0.299043,0.307807,0
5571,bombing,word,5,82,1,6,0.258875,0.264017,0
5572,mosque,word,6,106,3,6,0.293297,0.301414,6.51735
5573,freeze,word,5,97,2,6,0.311863,0.320879,3.307498
5574,segregate,word,5,106,2,5,0.342494,0.354122,0
5575,haqqani,word,17,78,12,5,0.338743,0.34996,417.597227
5576,refuge,word,6,78,4,6,0.311995,0.319914,40.520937
5577,quran,word,5,90,2,6,0.303577,0.312355,11.827929
5578,jihad,word,11,82,12,5,0.344954,0.356822,393.776161
5579,hanafi,word,6,82,6,6,0.318419,0.327947,73.859259
5580,pigeon,word,6,4,4,6,0.295173,0.302974,1.901284
5581,separation,word,5,82,7,5,0.348681,0.361526,504.630583
5582,bamyan,word,11,82,10,6,0.323441,0.334609,1176.678765
5583,salafi,word,6,82,4,6,0.32314,0.334171,0
5584,unity,word,7,82,8,5,0.331779,0.340458,156.732253
5585,politically,word,5,106,1,6,0.265794,0.271618,0
5586,mazarisharif,word,7,82,8,6,0.327403,0.337986,26.102506
5587,uzbek,word,5,82,4,5,0.306809,0.315019,22.892081
5588,hazaras,word,9,82,6,6,0.329595,0.340015,32.231014
5589,opportunity,word,11,106,3,6,0.314269,0.323376,5.942973
5590,uprising,word,5,106,2,6,0.287208,0.294749,0
5591,sunni,word,8,82,4,6,0.307033,0.315922,17.393421
5592,salam,word,6,82,4,6,0.316136,0.327149,70.14866
5593,amir,word,16,82,13,5,0.344934,0.357412,1068.197226
5594,jirga,word,6,82,10,5,0.336658,0.346673,119.665994
5595,almuminin,word,5,82,5,6,0.290327,0.298524,5.235626
5596,prophet,word,9,90,3,5,0.329779,0.338088,2.424076
5597,malkasian,word,5,82,4,6,0.31878,0.329527,27.253154
5598,laden,word,5,82,4,6,0.31536,0.326364,3.932456
5599,shomali,word,8,102,7,5,0.347164,0.359455,1327.303777
5600,plain,word,8,106,3,6,0.28193,0.289727,3.820697
5601,labour,word,11,101,6,5,0.334807,0.345313,34.767759
5602,opposite,word,5,106,1,6,0.25598,0.260603,0
5603,shelter,word,7,102,3,6,0.293224,0.301589,46.922952
5604,hindus,word,5,82,6,6,0.327312,0.337619,47.260167
5605,afghani,word,5,82,3,6,0.319885,0.330929,8.124104
5606,rescue,word,77,101,84,5,0.376986,0.397732,30405.832356
5607,charity,word,6,82,5,6,0.308057,0.317152,296.254819
5608,mission,word,26,101,12,6,0.328057,0.337808,1104.029738
5609,kite,word,8,82,7,5,0.33307,0.343268,223.997532
5610,fly,word,11,82,5,6,0.305967,0.314601,66.861565
5611,trap,word,8,4,8,5,0.330906,0.339868,690.965566
5612,boost,word,8,0,6,5,0.331036,0.340686,182.041096
5613,oslo,word,6,82,5,6,0.33098,0.341394,29.044751
5614,survivor,word,7,78,3,6,0.311272,0.32003,2.352886
5615,islamic emirate,word,14,82,4,6,0.32314,0.334369,1.821931
5616,talibans,word,14,82,6,6,0.328094,0.339069,11.127926
5617,islamic state,word,11,82,4,6,0.327584,0.339134,9.603484
5618,spelling,word,5,106,5,6,0.323707,0.334552,17.211462
5619,afghanistans,word,14,82,4,6,0.315815,0.326703,1.59172
5620,units,word,9,101,5,6,0.323052,0.332098,60.182203
5621,pigeons,word,5,78,1,7,0.209483,0.212264,0
5622,birds,word,8,78,4,6,0.264983,0.270786,5950.240069
5623,statues,word,7,82,9,6,0.321417,0.332447,41.213151
5624,murdered,word,6,82,3,6,0.315006,0.326062,0
5625,trained,word,5,90,3,6,0.317803,0.325278,12.704893
5626,enemy lines,word,6,102,1,6,0.281487,0.288612,0
5627,missions,word,9,101,6,6,0.308944,0.317112,108.670373
5628,talks,word,8,82,6,6,0.326606,0.33776,200.018857
5629,tenoxicam,word,34,0,41,5,0.3706,0.388454,2882.981856
5630,nonsteroidal antiinflammatory drugs,word,10,3,5,5,0.319781,0.328833,5.536929
5631,cpa,word,282,102,241,4,0.430822,0.460583,143743.456232
5632,androcur,word,11,0,12,5,0.330591,0.340387,74.898645
5633,ethinylestradiol,word,22,102,24,5,0.346716,0.359641,705.702607
5634,diane,word,11,102,10,5,0.330184,0.340255,41.846101
5635,androgendependent,word,7,102,9,5,0.340481,0.352125,31.348369
5636,acne,word,16,102,22,5,0.346981,0.360138,303.699209
5637,puberty,word,13,102,11,5,0.337408,0.348124,287.054225
5638,highdose,word,12,102,10,5,0.339717,0.351529,127.332879
5639,infertility,word,5,3,4,5,0.307065,0.316472,13.841586
5640,scalp,word,10,102,11,5,0.321872,0.331674,97.81758
5641,gnrh,word,17,102,17,5,0.337331,0.348759,6114.710705
5642,flutamide,word,6,102,5,5,0.303639,0.313165,29.939245
5643,bicalutamide,word,6,102,7,6,0.295779,0.305319,74.902282
5644,spironolactone,word,9,102,12,5,0.340618,0.351538,203.978048
5645,estradiol,word,10,102,8,5,0.337774,0.348993,126.714882
5646,valerate,word,5,102,4,5,0.309461,0.319034,0
5647,hirsutism,word,18,102,17,5,0.34359,0.3559,158.186439
5648,menopausal,word,8,0,8,5,0.329761,0.340692,31.955417
5649,deprivation,word,5,0,3,6,0.317717,0.32701,0
5650,castration,word,10,102,12,5,0.339346,0.350034,190.093749
5651,diethylstilbestrol,word,7,102,7,5,0.330314,0.339281,17.280264
5652,arousal,word,6,97,7,5,0.351565,0.363862,1408.209875
5653,higherdose,word,6,0,9,5,0.321644,0.331818,138.586957
5654,hypogonadism,word,10,0,13,5,0.352952,0.367211,255.029289
5655,meninge,word,6,97,7,5,0.322523,0.331364,91.927833
5656,pituitary,word,8,97,4,6,0.270579,0.277479,18.285563
5657,teratogenicity,word,6,97,10,5,0.326787,0.337348,200.193074
5658,alzheimer,word,5,3,3,5,0.318025,0.325997,0
5659,birth control pill,word,6,102,8,5,0.312755,0.322648,23.197194
5660,hair loss,word,5,102,3,5,0.30764,0.316695,0
5661,suppressing,word,5,102,2,5,0.319159,0.329073,1.528326
